index,date,account_name,amount,message,vs,name
158,2024-03-11,,-900.0,"B1753995487-44544 12** **** 5031;FACEBK H367HX7B42 ,fb.me/ads ,IE ;10.03.2024 22:30:14 ;CashBack:0 EUR",,Peter Pellegrini
159,2024-03-11,,-500.0,"B1753923549-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;10.03.2024 13:33:14 ;CashBack:0 EUR",,Peter Pellegrini
160,2024-03-10,,-900.0,"B1753297134-44544 12** **** 5031;FACEBK FM6BRXFB42 ,fb.me/ads ,IE ;09.03.2024 21:11:42 ;CashBack:0 EUR",,Peter Pellegrini
161,2024-03-10,,-500.0,"B1753174524-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;09.03.2024 14:05:59 ;CashBack:0 EUR",,Peter Pellegrini
162,2024-03-10,,-500.0,"B1752288485-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;08.03.2024 15:40:24 ;CashBack:0 EUR",,Peter Pellegrini
163,2024-03-08,,-900.0,"B1751446938-44544 12** **** 5031;FACEBK T9GBGX3B42 ,fb.me/ads ,IE ;07.03.2024 22:40:36 ;CashBack:0 EUR",,Peter Pellegrini
164,2024-03-08,,-500.0,"B1751382060-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;07.03.2024 18:32:35 ;CashBack:0 EUR",,Peter Pellegrini
165,2024-03-07,,-900.0,"B1750603965-44544 12** **** 5031;FACEBK P72PMXFB42 ,fb.me/ads ,IE ;06.03.2024 14:13:32 ;CashBack:0 EUR",,Peter Pellegrini
166,2024-03-07,,-500.0,"B1750614577-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;06.03.2024 14:29:21 ;CashBack:0 EUR",,Peter Pellegrini
167,2024-03-06,,-500.0,"B1749805321-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;05.03.2024 17:21:46 ;CashBack:0 EUR",,Peter Pellegrini
168,2024-03-06,Creo,-30504.0,"Uhrada faktury VS:232402007 za produkciu merkantil PP, tlac volebne noviny PP a distribuciu.",232402007.0,Peter Pellegrini
169,2024-03-05,,-900.0,"B1749656111-44544 12** **** 5031;FACEBK GNCCXWPB42 ,fb.me/ads ,IE ;05.03.2024 04:59:03 ;CashBack:0 EUR",,Peter Pellegrini
170,2024-03-05,,-500.0,"B1749135461-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;04.03.2024 22:41:04 ;CashBack:0 EUR",,Peter Pellegrini
171,2024-03-05,,-500.0,"B1748970316-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;04.03.2024 11:39:59 ;CashBack:0 EUR",,Peter Pellegrini
172,2024-03-04,,-900.0,"B1748555357-44544 12** **** 5031;FACEBK ASAGJXFB42 ,fb.me/ads ,IE ;03.03.2024 20:41:31 ;CashBack:0 EUR",,Peter Pellegrini
173,2024-03-04,,-500.0,"B1748456322-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.03.2024 14:41:23 ;CashBack:0 EUR",,Peter Pellegrini
174,2024-03-03,,-900.0,"B1747885109-44544 12** **** 5031;FACEBK NZ596YKB42 ,fb.me/ads ,IE ;02.03.2024 19:56:31 ;CashBack:0 EUR",,Peter Pellegrini
175,2024-03-03,,-500.0,"B1747783828-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.03.2024 17:43:25 ;CashBack:0 EUR",,Peter Pellegrini
176,2024-03-02,,-500.0,"B1746941536-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.03.2024 15:22:16 ;CashBack:0 EUR",,Peter Pellegrini
177,2024-03-02,,-500.0,"B1746927343-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.03.2024 19:23:35 ;CashBack:0 EUR",,Peter Pellegrini
178,2024-03-02,,-900.0,"B1747012804-44544 12** **** 5031;FACEBK NJPT7YTA42 ,fb.me/ads ,IE ;01.03.2024 06:41:21 ;CashBack:0 EUR",,Peter Pellegrini
179,2024-03-01,,-500.0,"B1746050891-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.02.2024 17:31:34 ;CashBack:0 EUR",,Peter Pellegrini
180,2024-02-29,,-5.0,Zverejňovanie účtu,,Peter Pellegrini
181,2024-02-29,,-500.0,"B1745323217-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.02.2024 19:59:49 ;CashBack:0 EUR",,Peter Pellegrini
182,2024-02-29,,-900.0,"B1745259182-44544 12** **** 5031;FACEBK K26SQWPB42 ,fb.me/ads ,IE ;28.02.2024 16:33:04 ;CashBack:0 EUR",,Peter Pellegrini
183,2024-02-29,,-8.0,"Vedenie Platobnej karty embosovanej,2316,5,Karta č. 4544 12** **** 5031Poplatok za Platobnú kartu",,Peter Pellegrini
184,2024-02-28,,-500.0,"B1744631283-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.02.2024 21:24:03 ;CashBack:0 EUR",,Peter Pellegrini
185,2024-02-28,,-500.0,"B1744466035-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.02.2024 06:21:04 ;CashBack:0 EUR",,Peter Pellegrini
186,2024-02-27,,-500.0,"B1743720301-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;26.02.2024 11:20:00 ;CashBack:0 EUR",,Peter Pellegrini
187,2024-02-26,,-900.0,"B1743273555-44544 12** **** 5031;FACEBK 28PAZWXA42 ,fb.me/ads ,IE ;25.02.2024 06:04:53 ;CashBack:0 EUR",,Peter Pellegrini
188,2024-02-26,,-500.0,"B1743246866-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;25.02.2024 10:33:18 ;CashBack:0 EUR",,Peter Pellegrini
189,2024-02-25,,-900.0,"B1741604676-44544 12** **** 5031;FACEBK *63YB7XFB42 ,fb.me/ads ,IE ;23.02.2024 18:33:30 ;CashBack:0 EUR",,Peter Pellegrini
190,2024-02-22,,-500.0,"B1740059913-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;21.02.2024 12:39:00 ;CashBack:0 EUR",,Peter Pellegrini
191,2024-02-20,,-900.0,"B1738443028-44544 12** **** 5031;FACEBK DT6VSWXA42 ,fb.me/ads ,IE ;19.02.2024 19:56:13 ;CashBack:0 EUR",,Peter Pellegrini
192,2024-02-19,,-350.0,"B1737760536-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;18.02.2024 14:34:48 ;CashBack:0 EUR",,Peter Pellegrini
193,2024-02-18,,-408.26,"B1737027582-44544 12** **** 5031;FACEBK UZRRXWFB42 ,fb.me/ads ,IE ;17.02.2024 06:43:32 ;CashBack:0 EUR",,Peter Pellegrini
194,2024-02-18,,-10.09,"B1737023532-44544 12** **** 5031;FACEBK PUJRXWFB42 ,fb.me/ads ,IE ;17.02.2024 06:33:32 ;CashBack:0 EUR",,Peter Pellegrini
195,2024-02-16,,-200.0,"B1735621710-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;15.02.2024 20:54:41 ;CashBack:0 EUR",,Peter Pellegrini
196,2024-02-16,,-50.0,"B1735246773-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;15.02.2024 10:28:44 ;CashBack:0 EUR",,Peter Pellegrini
197,2024-02-16,,-900.0,"B1735321684-44544 12** **** 5031;FACEBK L3GJNXTA42 ,fb.me/ads ,IE ;15.02.2024 23:39:13 ;CashBack:0 EUR",,Peter Pellegrini
198,2024-02-15,,-10.0,"B1734364090-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;14.02.2024 21:36:51 ;CashBack:0 EUR",,Peter Pellegrini
199,2024-02-14,,-900.0,"B1733468099-44544 12** **** 5031;FACEBK DSTJFXTB42 ,fb.me/ads ,IE ;13.02.2024 20:20:29 ;CashBack:0 EUR",,Peter Pellegrini
200,2024-02-12,,-900.0,"B1732095717-44544 12** **** 5031;FACEBK A9BSRWFB42 ,fb.me/ads ,IE ;11.02.2024 17:58:56 ;CashBack:0 EUR",,Peter Pellegrini
201,2024-02-12,Creo,-6000.0,"Uhrada faktury VS:232402002, za strategicke konzultacie, dizajn kampane a merkantilu",232402002.0,Peter Pellegrini
202,2024-02-09,Freedom Factory,-36874.33,"Úhrada faktúry: 20240001, za zabezpečenie podujatia ohlásenia kandidatúry v BB dňa 19.1.",20240001.0,Peter Pellegrini
203,2024-02-08,,-900.0,"B1729037329-44544 12** **** 5031;FACEBK TT7CMWFB42 ,fb.me/ads ,IE ;07.02.2024 23:49:18 ;CashBack:0 EUR",,Peter Pellegrini
204,2024-02-07,,-900.0,"B1728245664-44544 12** **** 5031;FACEBK CBLA9XKB42 ,fb.me/ads ,IE ;06.02.2024 20:40:53 ;CashBack:0 EUR",,Peter Pellegrini
205,2024-02-06,,-900.0,"B1727563786-44544 12** **** 5031;FACEBK QVVYPZBB42 ,fb.me/ads ,IE ;05.02.2024 20:27:35 ;CashBack:0 EUR",,Peter Pellegrini
206,2024-02-05,,-900.0,"B1727396931-44544 12** **** 5031;FACEBK BZH67XKB42 ,fb.me/ads ,IE ;05.02.2024 00:27:07 ;CashBack:0 EUR",,Peter Pellegrini
207,2024-02-04,,-900.0,"B1726452365-44544 12** **** 5031;FACEBK E4VZ8WXA42 ,fb.me/ads ,IE ;03.02.2024 22:38:53 ;CashBack:0 EUR",,Peter Pellegrini
208,2024-02-02,,-900.0,"B1724870371-44544 12** **** 5031;FACEBK 5ZWYZWTB42 ,fb.me/ads ,IE ;01.02.2024 22:28:31 ;CashBack:0 EUR",,Peter Pellegrini
209,2024-02-01,,-5.0,"Zmena limitu na karte,2067,5,Karta č. 4544 12** **** 5031Poplatok za zmenu limitu karty",,Peter Pellegrini
210,2024-01-31,,-5.0,Zverejňovanie účtu,,Peter Pellegrini
211,2024-01-31,,-1.55,"Vedenie Platobnej karty embosovanej,2314,5,Karta č. 4544 12** **** 5031Poplatok za Platobnú kartu",,Peter Pellegrini
212,2024-01-30,,-900.0,"B1722625820-44544 12** **** 5031;FACEBK C8WV2W3B42 ,fb.me/ads ,IE ;29.01.2024 08:24:48 ;CashBack:0 EUR",,Peter Pellegrini
213,2024-01-25,HLAS - sociálna demokracia,250000.0,prevod Pellegrini - prezident. volby,,Peter Pellegrini
